Nrun	ID	Time	Size	A	B	Width	Length	Dis	Miss	Azwidth
1	003514	11:12:23,981.842.120	58	-2.079	25.721	1.155	1.446	26.419	11.150	1.626
1	003522	11:12:24,078.120.620	66	15.899	-76.447	0.791	1.962	11.141	4.799	1.523
1	003529	11:12:24,146.551.380	61	-0.612	26.589	1.472	1.911	23.539	22.675	4.101
1	003539	11:12:24,300.262.140	54	-2.465	-3.984	1.149	1.655	15.576	1.498	1.149
1	003541	11:12:24,323.588.980	520	1.620	-61.961	0.903	4.102	33.398	32.553	18.249
1	003555	11:12:24,484.425.820	102	0.224	-19.603	1.306	3.967	26.963	19.128	12.316
1	003557	11:12:24,506.132.670	1413	2.279	-65.841	6.589	6.711	29.068	26.459	93.321
1	003564	11:12:24,551.167.060	55	-2.442	8.161	1.086	1.784	4.092	3.093	2.402
1	003565	11:12:24,551.769.180	117	-1.091	40.837	1.038	3.144	27.882	27.600	11.315
1	003571	11:12:24,616.015.670	421	1.099	-50.241	1.371	4.129	34.374	33.805	21.933
1	003576	11:12:24,718.838.690	152	0.359	-17.371	1.254	3.779	24.115	16.348	11.161
1	003577	11:12:24,722.715.580	60	1.287	22.953	0.743	3.517	17.608	14.085	8.911
1	003586	11:12:24,798.256.510	276	-3.959	-57.204	2.308	3.080	19.780	14.011	10.038
1	003591	11:12:24,863.218.960	1325	1.720	-67.042	1.538	7.441	34.215	33.698	91.755
1	003601	11:12:24,978.940.070	101	-40.945	-79.025	1.191	2.263	18.081	1.929	1.605
1	003605	11:12:24,986.289.640	2901	1.513	-55.722	2.764	4.775	31.388	30.730	33.640
1	003606	11:12:24,989.042.520	200	-0.476	3.222	1.114	3.437	23.219	2.909	2.032
1	003609	11:12:25,022.257.070	226	-0.252	-14.612	1.924	3.212	17.612	14.168	11.280
1	003613	11:12:25,065.553.530	2774	-3.448	52.275	3.954	8.508	28.847	14.560	37.310
1	003634	11:12:25,303.176.600	98	-0.008	1.993	0.986	3.575	8.600	1.993	2.293
1	003638	11:12:25,325.318.420	52	-2.356	26.789	1.120	1.668	10.481	10.467	3.370
1	003649	11:12:25,428.880.040	302	0.750	1.642	1.386	3.358	19.195	1.313	2.899
1	003651	11:12:25,457.122.310	355	0.311	-6.358	1.834	3.049	29.443	6.071	5.063
1	003654	11:12:25,483.837.830	236	4.524	-110.465	1.207	1.535	34.361	23.841	2.759
1	003655	11:12:25,486.037.350	70	-0.649	-29.156	1.077	2.472	24.985	24.455	7.761
1	003658	11:12:25,501.677.350	70	1.765	0.732	0.591	3.012	26.025	0.361	0.452
1	003664	11:12:25,548.156.900	788	-1.006	43.829	2.199	3.907	31.538	30.905	29.691
1	003668	11:12:25,595.845.840	362	-9.405	-271.464	1.388	2.826	28.892	28.701	18.873
1	003672	11:12:25,625.705.240	147	3.134	-3.896	0.980	4.915	28.572	1.184	1.040
1	003678	11:12:25,690.809.030	363	-0.055	-14.651	1.628	4.488	26.270	14.628	10.999
1	003686	11:12:25,740.221.410	100	-0.333	6.627	1.288	2.897	13.143	6.288	3.092
1	003690	11:12:25,773.227.090	422	2.246	52.717	1.585	3.215	23.326	21.444	15.453
1	003695	11:12:25,813.448.110	135	-0.370	-13.560	1.425	2.258	24.205	12.717	4.415
1	003701	11:12:25,879.529.230	49	0.196	13.306	0.940	2.048	17.511	13.059	3.351
1	003707	11:12:25,950.423.610	569	-9.334	134.175	2.448	4.232	16.827	14.292	20.980
1	003711	11:12:25,988.917.200	75	0.951	27.181	1.462	2.647	19.705	19.692	6.175
1	003712	11:12:25,993.540.190	127	-0.021	-17.331	1.051	1.659	25.149	17.327	2.439
1	003713	11:12:26,021.566.090	516	0.423	-5.769	1.394	4.017	17.258	5.313	5.502
1	003717	11:12:26,104.648.130	340	0.158	-8.198	1.936	3.732	9.780	8.098	16.654
1	003718	11:12:26,133.554.090	177	0.025	21.981	2.351	2.594	25.138	21.974	7.750
1	003729	11:12:26,317.425.190	119	-0.140	0.385	0.944	2.807	8.396	0.381	1.280
1	003730	11:12:26,321.117.710	113	-1.491	31.363	1.323	2.047	29.007	17.471	3.079
1	003731	11:12:26,337.592.140	183	0.829	30.335	1.233	3.623	24.162	23.354	14.994
1	003736	11:12:26,384.184.880	73	3.748	-58.006	1.689	1.825	25.121	14.952	3.750
1	003739	11:12:26,396.796.850	1026	6.162	177.510	2.196	4.563	31.302	28.434	24.850
1	003741	11:12:26,419.388.450	2826	7.857	-195.195	3.250	8.554	29.206	24.645	50.560
1	003743	11:12:26,431.042.480	192	-0.655	-4.930	1.292	1.956	5.723	4.125	4.823
1	003747	11:12:26,459.626.080	296	-1.149	3.608	2.451	17.330	26.457	2.368	11.484
1	003748	11:12:26,478.117.910	222	-0.930	-7.460	1.548	3.980	13.908	5.463	5.791
1	003749	11:12:26,482.602.950	97	-0.242	14.722	0.979	2.322	14.693	14.309	6.632
1	003758	11:12:26,568.362.670	2034	2.556	46.830	2.807	7.709	23.317	17.060	61.502
1	003766	11:12:26,626.709.270	599	0.303	-32.485	1.562	3.906	33.057	31.093	14.614
1	003771	11:12:26,691.686.230	567	3.001	-22.536	1.964	7.781	25.383	7.125	8.476
1	003772	11:12:26,702.304.970	159	0.818	-33.306	1.390	4.585	25.782	25.775	22.665
1	003786	11:12:26,967.514.260	89	-1.695	-29.022	1.290	2.749	14.748	14.745	7.955
1	003790	11:12:27,011.282.540	699	1.490	-3.670	1.957	7.847	21.109	2.045	7.556
1	003793	11:12:27,079.619.790	221	0.615	-6.166	1.457	3.441	19.056	5.253	3.666
1	003806	11:12:27,205.874.910	100	-1.865	36.795	1.058	3.265	19.310	17.391	10.978
1	003808	11:12:27,244.005.580	1151	0.162	17.029	2.469	10.725	27.263	16.809	61.440
1	003809	11:12:27,248.852.650	64	-8.854	-65.903	0.866	2.092	7.430	7.397	5.056
1	003810	11:12:27,263.938.450	66	-1.770	47.159	0.634	2.789	23.495	23.195	8.351
1	003817	11:12:27,373.070.210	118	-0.126	12.582	1.316	2.434	32.744	12.482	2.872
1	003820	11:12:27,412.056.810	152	-2.321	-20.361	1.231	2.830	12.846	8.056	5.286
1	003822	11:12:27,448.507.320	101	-1.679	33.911	1.020	3.516	17.356	17.352	14.756
1	003823	11:12:27,449.852.520	62	0.691	9.694	0.722	2.426	24.467	7.976	1.888
1	003833	11:12:27,569.279.830	65	-1.714	-42.954	0.920	2.548	23.369	21.648	6.067
1	003836	11:12:27,605.153.890	58	-0.097	-20.382	1.182	1.406	22.506	20.287	2.892
1	003837	11:12:27,612.204.650	53	0.542	-0.115	0.848	2.406	22.641	0.101	1.157
1	003842	11:12:27,733.341.130	49	0.732	-6.092	0.723	2.440	11.844	4.917	2.323
1	003843	11:12:27,750.399.090	706	-1.957	-7.748	1.423	6.433	9.862	3.526	10.959
1	003848	11:12:27,789.164.230	131	0.120	-4.108	1.055	6.851	20.086	4.079	3.078
1	003851	11:12:27,809.562.260	246	0.983	-37.870	1.879	2.200	36.537	27.007	6.752
1	003852	11:12:27,816.100.600	76	16.725	-126.879	0.991	2.714	12.637	7.573	3.751
1	003867	11:12:28,011.066.630	114	1.525	-19.072	1.596	2.818	32.684	10.457	4.712
1	003875	11:12:28,084.120.490	46	0.218	-13.014	0.941	1.896	15.838	12.715	3.709
1	003876	11:12:28,090.514.610	497	-0.710	-17.570	1.856	4.893	19.683	14.325	17.849
1	003880	11:12:28,111.475.940	136	0.065	6.008	1.474	3.075	28.299	5.995	3.750
1	003882	11:12:28,134.786.210	52	1.341	-7.389	1.211	1.515	11.165	4.416	1.500
1	003887	11:12:28,198.185.570	143	-3.349	36.444	1.807	2.906	10.453	10.426	9.708
1	003888	11:12:28,210.138.340	594	0.411	3.920	4.343	14.812	26.857	3.625	31.768
1	003889	11:12:28,210.832.330	569	1.098	-50.156	1.683	5.732	34.031	33.776	30.584
1	003891	11:12:28,225.966.720	106	-3.235	62.096	1.094	2.752	22.976	18.337	6.384
1	003892	11:12:28,229.773.380	1146	-1.034	-48.885	3.320	5.844	34.162	33.980	41.610
1	003894	11:12:28,264.555.000	193	0.498	-18.168	3.117	4.070	21.016	16.264	13.578
1	003895	11:12:28,271.141.280	58	-1.721	-46.712	1.463	2.954	28.117	23.465	6.431
1	003897	11:12:28,296.927.880	1292	2.006	-71.360	1.858	4.449	33.092	31.831	23.469
1	003898	11:12:28,337.411.420	555	0.539	-38.717	1.126	5.224	35.598	34.084	19.045
1	003901	11:12:28,356.038.260	612	0.698	-37.122	1.580	4.316	34.081	30.441	27.182
1	003902	11:12:28,385.774.200	761	0.219	5.726	1.707	3.496	9.156	5.593	13.212
1	003911	11:12:28,533.594.610	299	-0.903	-15.105	2.192	3.017	11.326	11.213	11.773
1	003914	11:12:28,560.972.460	277	0.500	-21.176	1.595	3.723	33.419	18.937	10.770
1	003928	11:12:28,665.776.630	208	1.241	-37.710	2.148	4.222	25.828	23.660	15.865
1	003935	11:12:28,728.015.070	355	0.880	-34.580	1.637	5.774	32.121	25.964	25.613
1	003938	11:12:28,775.752.230	66	0.526	-13.576	1.496	1.772	17.053	12.018	3.546
1	003942	11:12:28,808.037.970	55	1.377	-19.904	1.123	1.650	14.505	11.696	2.644
1	003948	11:12:28,921.801.970	73	-0.142	-12.126	1.158	1.634	17.523	12.006	2.158
1	003949	11:12:28,930.860.070	199	0.176	-23.566	1.120	2.323	26.302	23.210	6.538
1	003954	11:12:28,997.116.020	5711	-1.390	4.631	3.623	8.175	27.077	2.704	19.844
1	003956	11:12:29,000.917.770	136	0.032	-15.686	1.504	3.347	22.258	15.678	8.463
1	003966	11:12:29,092.523.260	161	-2.414	-58.797	1.921	3.087	22.897	22.500	10.635
1	003970	11:12:29,154.688.640	516	1.998	-50.949	2.246	3.834	23.610	22.804	19.001
1	003977	11:12:29,285.732.200	536	-30.739	469.853	1.434	6.462	17.227	15.277	41.393
1	003979	11:12:29,308.741.930	418	0.193	32.247	1.863	4.614	33.501	31.664	30.457
1	003981	11:12:29,311.520.670	122	3.646	37.037	1.188	2.779	18.794	9.796	4.219
1	003985	11:12:29,331.786.080	122	-4.275	90.901	1.195	4.024	24.445	20.702	14.514
1	003986	11:12:29,346.681.220	203	8.547	-26.411	1.487	7.643	28.381	3.069	3.811
1	003993	11:12:29,456.289.970	1236	1.040	-48.185	2.530	3.708	33.436	33.395	13.490
1	003996	11:12:29,486.148.980	135	-0.535	6.900	1.171	3.290	31.195	6.083	1.764
1	003998	11:12:29,490.444.980	74	-2.622	61.549	1.638	1.999	22.150	21.935	4.479
1	004007	11:12:29,610.529.330	245	-0.414	-18.828	2.406	3.381	17.858	17.398	13.002
1	004010	11:12:29,651.008.480	76	-3.594	-34.837	0.808	22.140	9.709	9.339	341.486
1	004011	11:12:29,668.860.470	371	-0.205	-4.882	2.848	3.960	4.791	4.783	21.672
1	004013	11:12:29,684.742.060	99	-1.670	31.318	2.443	8.572	17.091	16.086	73.646
1	004021	11:12:29,736.977.420	157	-1.629	47.025	1.465	3.449	28.060	24.603	13.028
1	004028	11:12:29,845.742.920	219	-3.374	56.977	1.706	2.923	25.380	16.190	7.574
1	004032	11:12:29,906.587.780	144	-0.143	7.457	1.218	2.335	12.104	7.381	4.084
1	004038	11:12:29,943.074.890	118	1.093	-11.075	0.947	2.825	30.699	7.475	1.780
1	004043	11:12:30,034.501.680	89	0.965	-26.844	1.045	2.350	21.837	19.317	5.616
1	004082	11:12:30,435.316.480	145	-69.962	-1515.856	1.171	4.834	23.001	21.665	26.337
1	004083	11:12:30,440.095.740	1355	0.048	6.043	1.825	7.863	21.104	6.036	13.802
1	004087	11:12:30,513.075.290	73	0.357	10.148	1.396	1.865	24.664	9.557	2.969
1	004090	11:12:30,525.419.560	89	-1.973	6.168	0.936	2.241	14.651	2.788	1.027
1	004098	11:12:30,561.256.400	174	-4.325	-82.732	2.174	2.633	34.230	18.637	7.235
1	004105	11:12:30,638.129.470	41	2.652	-57.074	0.953	1.959	27.549	20.138	3.384
1	004107	11:12:30,652.631.370	130	-0.294	3.240	1.293	2.643	3.113	3.108	10.312
1	004111	11:12:30,699.659.910	144	1.392	-17.958	1.281	4.176	17.038	10.477	9.611
1	004112	11:12:30,705.247.000	88	1.476	23.995	1.059	1.356	18.220	13.462	2.220
1	004113	11:12:30,706.104.750	64	0.563	20.923	1.065	2.563	18.755	18.234	8.433
1	004117	11:12:30,743.856.300	6558	-1.122	-2.398	2.513	2.575	34.072	1.596	11.062
1	004119	11:12:30,749.529.650	245	1.306	44.821	1.210	8.117	27.785	27.250	78.879
1	004125	11:12:30,822.436.500	69	0.288	0.393	1.254	2.105	5.722	0.378	1.711
1	004126	11:12:30,829.343.060	92	-3.301	-85.848	0.981	3.145	26.234	24.888	10.899
1	004128	11:12:30,858.583.110	99	-0.109	-2.496	1.033	4.361	10.868	2.481	1.834
1	004131	11:12:30,892.059.300	146	-0.828	21.811	1.422	2.694	20.729	16.799	7.803
1	004141	11:12:31,036.317.470	65	-0.703	0.689	0.893	2.186	22.041	0.563	1.243
1	004142	11:12:31,036.877.100	287	1.139	4.945	1.860	2.163	28.171	3.263	5.148
1	004151	11:12:31,084.189.740	266	0.879	-36.584	1.500	2.741	33.194	27.485	9.116
1	004152	11:12:31,090.390.470	60	0.155	11.276	0.761	3.082	11.848	11.143	8.167
1	004154	11:12:31,161.105.110	78	-0.632	15.724	0.824	4.202	25.673	13.289	5.319
1	004157	11:12:31,205.071.290	125	9.005	17.621	1.148	5.173	25.104	1.945	2.404
1	004162	11:12:31,251.783.980	117	0.534	-18.566	1.570	2.889	16.379	16.377	7.840
1	004167	11:12:31,283.677.950	64	0.062	-3.384	0.671	3.305	5.799	3.377	3.050
1	004204	11:12:31,772.924.040	448	0.996	-46.426	0.457	3.934	33.559	32.888	21.372
1	004205	11:12:31,773.844.040	111	-11.849	-253.817	1.189	3.660	30.295	21.346	5.914
1	004218	11:12:31,866.839.500	149	-1.251	21.149	1.601	2.175	22.598	13.203	5.068
1	004220	11:12:31,917.731.600	237	-0.576	11.108	1.698	3.462	16.655	9.627	7.638
1	004223	11:12:31,934.376.770	127	-0.693	3.558	1.432	2.040	5.232	2.924	4.618
1	004239	11:12:32,192.894.440	146	-0.534	30.648	1.253	2.198	30.121	27.037	7.118
1	004242	11:12:32,227.953.730	186	-0.854	26.242	1.216	2.534	32.143	19.955	3.895
1	004244	11:12:32,255.189.180	70	-4.657	-19.471	1.035	1.881	5.533	4.088	4.390
1	004253	11:12:32,356.684.700	5687	0.487	-15.494	5.108	8.145	21.362	13.928	85.123
1	004255	11:12:32,404.019.080	100	-0.646	-10.059	1.174	2.729	8.653	8.450	8.386
1	004256	11:12:32,406.257.460	68	-0.586	0.508	1.216	1.903	10.357	0.438	1.699
1	004259	11:12:32,455.414.710	185	0.449	9.931	1.222	5.283	17.986	9.062	7.834
1	004260	11:12:32,461.111.690	238	-10.797	106.253	1.522	3.070	11.386	9.799	11.627
1	004282	11:12:32,820.107.010	2946	0.368	18.194	2.225	14.122	17.906	17.076	260.191
1	004283	11:12:32,823.208.510	44	-0.166	-10.952	1.040	1.803	18.387	10.804	1.831
1	004294	11:12:32,927.888.320	1556	-2.910	62.263	2.884	4.625	21.164	20.236	36.344
1	004299	11:12:33,011.778.510	49	-0.156	-22.201	1.048	1.773	24.574	21.936	2.959
1	004317	11:12:33,239.158.780	76	-0.615	-35.776	1.192	3.273	30.469	30.469	11.581
1	004326	11:12:33,346.591.820	147	-1.784	4.949	1.429	2.261	4.258	2.420	3.693
1	004328	11:12:33,378.404.150	87	1.626	-17.843	1.570	2.053	14.964	9.345	3.749
1	004329	11:12:33,393.120.720	98	-0.694	-29.092	1.295	1.833	28.317	23.902	3.795
1	004341	11:12:33,522.854.240	53	0.209	-6.301	1.525	1.820	10.117	6.168	3.501
1	004345	11:12:33,616.132.260	98	-0.378	6.473	0.903	2.162	7.262	6.054	3.477
1	004348	11:12:33,640.918.060	859	-1.831	40.983	2.133	3.913	20.354	19.642	24.050
1	004357	11:12:33,714.622.110	66	-0.684	8.542	1.449	2.190	12.360	7.052	3.244
1	004360	11:12:33,726.554.340	63	-0.795	-7.681	1.225	1.970	6.712	6.011	3.969
1	004369	11:12:33,778.339.370	87	19.713	274.858	1.999	2.606	30.831	13.925	7.451
1	004374	11:12:33,800.366.050	56	0.910	24.499	1.025	2.433	22.924	18.123	5.083
1	004392	11:12:33,997.216.450	518	-7.596	76.868	1.657	3.076	21.203	10.033	9.886
1	004393	11:12:34,001.108.350	154	-36.425	427.897	0.986	5.035	14.006	11.743	24.808
1	004397	11:12:34,031.088.720	49	-0.162	8.097	1.058	1.657	20.188	7.993	1.528
1	004399	11:12:34,066.569.350	659	-0.101	21.862	1.429	4.846	21.827	21.752	30.974
1	004404	11:12:34,119.374.220	128	-1.027	5.525	1.767	2.712	16.292	3.855	5.086
1	004406	11:12:34,168.675.130	126	-0.374	-6.368	1.292	2.051	6.989	5.965	6.933
1	004411	11:12:34,228.443.820	237	1.902	-35.424	1.636	2.934	24.202	16.485	7.514
1	004418	11:12:34,318.406.750	340	-2.798	-57.411	1.382	3.112	21.312	19.320	13.674
1	004425	11:12:34,445.520.360	869	0.857	-34.990	2.110	7.413	32.888	26.573	60.272
1	004426	11:12:34,455.500.570	245	-2.425	-31.880	1.510	7.463	23.970	12.154	18.127
1	004429	11:12:34,470.993.520	483	-0.290	11.261	1.713	3.262	22.367	10.816	8.423
1	004432	11:12:34,500.453.280	216	0.181	-30.036	1.347	2.135	32.626	29.557	5.013
1	004434	11:12:34,506.685.980	88	-0.284	24.657	1.479	1.963	28.494	23.718	5.854
1	004435	11:12:34,515.617.040	598	-0.213	1.701	1.628	4.996	26.250	1.664	5.035
1	004436	11:12:34,536.787.320	158	-2.468	-40.124	1.215	2.780	24.595	15.069	6.678
1	004438	11:12:34,539.859.910	633	0.585	-38.139	1.172	3.783	33.239	32.926	17.094
1	004441	11:12:34,561.042.790	55	-2.546	-24.304	0.966	1.936	20.179	8.886	1.595
1	004442	11:12:34,583.188.120	302	1.655	-53.435	1.991	3.445	31.414	27.633	15.047
1	004451	11:12:34,637.831.840	147	-2.851	71.983	0.937	2.196	28.491	23.825	4.491
1	004456	11:12:34,705.423.880	107	-3.620	-57.912	0.959	2.370	15.427	15.422	7.210
1	004461	11:12:34,759.962.740	52	-1.099	4.961	0.996	2.294	3.427	3.338	4.880
1	004463	11:12:34,769.405.140	84	-1.424	35.195	1.242	1.779	26.233	20.223	2.474
1	004467	11:12:34,804.034.860	719	2.619	62.956	1.772	5.941	23.037	22.456	43.793
1	004469	11:12:34,820.087.040	43	-0.087	-10.071	1.050	1.767	11.725	10.033	2.858
1	004470	11:12:34,831.075.350	168	-4.474	101.117	1.040	9.046	24.024	22.058	63.714
1	004471	11:12:34,843.744.910	163	-10.262	-40.771	1.495	2.479	16.190	3.954	3.705
1	004473	11:12:34,869.944.930	203	0.509	29.701	2.458	3.617	26.472	26.472	15.693
1	004480	11:12:34,965.057.700	60	1.338	-5.506	0.960	1.961	13.656	3.295	1.243
1	004481	11:12:34,975.736.650	67	-11.060	119.528	0.695	2.601	15.214	10.763	5.261
1	004487	11:12:35,008.554.680	81	11.741	328.921	1.275	1.907	29.013	27.913	4.211
1	004488	11:12:35,021.757.440	165	-0.507	13.963	1.144	2.841	15.379	12.454	9.211
1	004489	11:12:35,025.131.960	103	4.894	56.199	1.165	3.739	17.933	11.251	6.439
1	004492	11:12:35,042.728.060	627	-0.039	-30.314	2.161	3.388	31.886	30.291	19.500
1	004504	11:12:35,249.288.230	131	0.988	-17.939	0.871	2.558	18.396	12.761	3.603
1	004505	11:12:35,262.840.450	123	0.868	9.994	1.279	2.929	30.058	7.548	2.481
1	004513	11:12:35,356.522.170	80	-2.054	11.504	1.165	2.528	16.048	5.035	2.426
1	004525	11:12:35,538.130.960	52	-0.126	22.674	1.059	1.826	24.648	22.495	2.989
1	004529	11:12:35,651.701.120	169	-0.252	-4.758	1.505	5.055	12.386	4.614	5.298
1	004531	11:12:35,676.725.070	167	1.790	64.523	2.138	2.832	31.506	31.470	10.700
1	004549	11:12:35,898.655.960	61	-0.894	-1.014	0.793	3.294	20.686	0.756	0.920
1	004551	11:12:35,924.390.920	608	-1.167	-18.989	2.050	6.014	26.136	12.359	14.625
1	004559	11:12:36,059.213.540	400	-0.185	-34.057	2.099	4.786	33.730	33.487	31.196
1	004571	11:12:36,143.936.560	446	-0.326	3.732	1.537	8.380	23.367	3.548	5.296
1	004572	11:12:36,181.432.810	194	-0.943	19.963	2.156	2.227	32.395	14.525	6.511
1	004576	11:12:36,237.739.350	101	0.112	-2.808	0.933	2.443	18.337	2.790	1.213
1	004595	11:12:36,447.278.970	530	0.192	-14.396	1.378	11.186	19.062	14.137	87.050
1	004597	11:12:36,460.275.780	50	0.414	-5.624	0.000	2.933	16.956	5.196	1.057
1	004605	11:12:36,603.873.670	209	1.528	30.583	1.046	3.372	23.902	16.748	8.817
1	004612	11:12:36,671.123.750	60	-0.520	28.139	1.215	2.125	28.397	24.960	4.210
1	004640	11:12:37,040.466.110	206	-1.771	47.642	1.104	3.529	27.178	23.429	12.647
1	004643	11:12:37,051.800.760	249	1.021	14.160	1.183	2.611	22.668	9.908	5.247
1	004650	11:12:37,132.793.840	312	3.962	0.944	1.549	5.153	13.388	0.231	3.136
1	004653	11:12:37,151.893.930	226	-7.289	171.492	2.153	2.605	24.872	23.311	10.190
1	004657	11:12:37,179.812.550	66	-0.116	-20.190	1.093	1.691	25.263	20.055	2.510
1	004658	11:12:37,203.544.650	58	-0.002	-17.387	1.068	1.593	27.205	17.387	1.770
1	004659	11:12:37,207.226.040	77	1.405	27.750	1.060	2.423	21.607	16.088	5.483
1	004660	11:12:37,231.047.370	869	1.040	-2.106	1.739	8.982	5.643	1.460	12.719
1	004673	11:12:37,436.781.370	87	-0.373	4.053	0.980	2.498	8.840	3.798	2.057
1	004688	11:12:37,648.015.070	51	0.429	18.314	1.256	2.180	27.840	16.832	3.081
1	004705	11:12:37,836.992.630	257	-2.831	2.465	1.018	3.204	10.523	0.821	1.303
1	004710	11:12:37,872.270.300	86	0.762	2.186	1.180	2.387	8.381	1.739	1.894
1	004720	11:12:37,935.890.230	232	0.421	-5.824	1.269	2.499	26.818	5.368	2.472
1	004738	11:12:38,081.202.170	315	-0.803	31.467	1.979	4.571	30.156	24.535	19.873
1	004751	11:12:38,224.575.860	67	-2.221	-38.638	0.725	5.792	16.972	15.862	30.707
1	004754	11:12:38,259.847.550	56	0.408	4.824	1.245	1.830	36.093	4.467	1.660
1	004755	11:12:38,260.928.570	65	-3.720	55.047	0.980	2.404	14.727	14.289	6.663
1	004758	11:12:38,284.219.040	315	-0.717	-3.648	1.330	3.023	10.361	2.965	3.973
1	004759	11:12:38,326.378.790	263	1.728	22.956	1.521	2.774	33.476	11.498	5.408
1	004763	11:12:38,365.092.090	121	0.857	1.214	1.365	3.252	13.567	0.922	1.864
1	004777	11:12:38,617.705.010	593	-3.173	-37.550	3.178	5.596	27.099	11.286	19.425
1	004780	11:12:38,654.897.760	46	-2.196	40.169	1.153	1.610	19.214	16.646	2.745
1	004781	11:12:38,693.389.220	45	-0.100	-9.499	1.093	1.717	28.151	9.452	1.424
1	004783	11:12:38,714.914.850	65	0.835	-25.926	0.940	2.371	26.742	19.903	2.864
1	004785	11:12:38,718.297.430	128	-0.269	23.599	1.135	3.096	24.502	22.790	9.104
1	004802	11:12:38,859.760.140	178	-1.036	0.138	1.235	4.069	3.600	0.096	1.895
1	004803	11:12:38,875.205.340	52	0.145	-30.426	0.779	2.555	30.757	30.113	8.477
1	004804	11:12:38,912.044.640	92	-1.306	-41.933	1.402	2.733	25.650	25.488	6.204
1	004807	11:12:38,920.998.570	205	0.353	31.595	1.232	2.947	30.182	29.791	13.845
1	004812	11:12:38,943.651.310	99	5.270	-14.348	1.542	1.875	15.425	2.675	3.750
1	004820	11:12:39,056.158.480	54	0.139	-15.586	1.072	1.858	21.918	15.438	3.332
1	004821	11:12:39,097.637.700	101	0.443	26.266	1.429	3.117	24.242	24.012	11.914
1	004824	11:12:39,147.607.060	309	-2.720	-1.275	1.420	4.147	5.856	0.440	3.765
1	004829	11:12:39,203.362.110	522	1.051	28.639	1.992	3.116	33.028	19.742	14.219
1	004840	11:12:39,290.142.920	102	-2.049	-50.587	1.044	1.943	22.189	22.187	7.130
1	004848	11:12:39,386.333.820	426	1.182	15.847	1.360	5.322	30.470	10.237	5.917
1	004850	11:12:39,395.146.890	313	-5.876	120.058	1.720	5.507	25.055	20.142	24.361
1	004851	11:12:39,396.601.990	100	-1.467	-9.506	1.714	1.774	26.162	5.353	3.857
1	004859	11:12:39,470.688.800	92	-0.126	-10.234	1.331	2.343	26.851	10.154	2.865
1	004867	11:12:39,622.583.970	431	-0.966	-16.515	1.767	4.762	27.187	11.876	10.450
1	004878	11:12:39,714.155.330	198	-1.394	-26.305	1.212	1.673	21.781	15.330	3.848
1	004880	11:12:39,750.877.970	354	-0.343	-3.825	1.750	2.967	3.629	3.618	14.137
1	004881	11:12:39,751.951.120	79	-0.586	-8.531	1.269	1.277	14.195	7.361	3.070
1	004897	11:12:39,938.294.040	253	0.819	9.908	1.934	3.080	25.740	7.664	6.842
1	004900	11:12:40,011.929.190	406	-0.864	29.556	1.512	3.571	22.731	22.366	16.836
1	004906	11:12:40,092.322.560	129	-4.325	-104.634	1.487	2.810	24.329	23.571	10.235
1	004907	11:12:40,098.835.180	721	1.136	-7.749	1.983	3.960	5.318	5.120	27.623
1	004911	11:12:40,177.812.720	101	-0.390	-14.428	1.059	2.519	14.637	13.442	5.546
1	004912	11:12:40,184.835.330	367	1.185	-19.877	2.132	3.593	29.748	12.821	9.189
1	004915	11:12:40,204.579.010	340	0.149	-6.047	1.392	3.986	6.562	5.981	19.117
1	004919	11:12:40,254.266.360	101	-0.238	-26.278	1.441	6.864	32.476	25.561	32.794
1	004925	11:12:40,317.084.700	164	-0.726	-2.365	1.434	1.980	27.055	1.914	3.879
1	004933	11:12:40,469.036.910	55	-2.690	50.374	1.193	1.484	26.799	17.555	2.010
1	004936	11:12:40,505.240.580	512	2.220	62.350	1.970	2.999	26.619	25.611	12.588
1	004948	11:12:40,600.636.420	849	0.172	23.252	1.768	6.497	30.195	22.916	39.935
1	004970	11:12:40,827.960.430	47	-3.376	90.685	0.650	2.833	26.032	25.759	8.347
1	004972	11:12:40,834.661.430	130	-0.148	-24.548	1.216	2.845	24.742	24.285	9.782
1	004981	11:12:40,936.696.170	87	-1.813	-22.419	1.278	2.403	21.945	10.826	3.692
1	004983	11:12:40,958.806.120	201	1.712	11.574	1.589	7.074	28.746	5.838	5.173
1	004988	11:12:41,012.480.270	213	0.644	-4.215	1.576	6.997	26.733	3.543	4.172
1	004990	11:12:41,028.152.990	189	-1.590	50.773	1.329	5.304	28.780	27.036	26.222
1	005000	11:12:41,090.270.150	190	-1.102	0.303	1.580	2.168	26.192	0.203	3.726
1	005002	11:12:41,100.006.440	58	-0.908	2.739	0.881	2.146	11.507	2.028	1.145
1	005003	11:12:41,105.773.910	86	0.244	13.921	0.634	2.184	13.566	13.524	8.905
1	005004	11:12:41,116.676.020	199	0.483	-2.303	1.359	6.731	23.130	2.074	2.645
1	005015	11:12:41,243.881.820	1468	0.408	-33.434	1.414	2.855	33.050	30.956	9.731
1	005023	11:12:41,318.301.460	61	2.036	-39.134	0.892	1.665	29.129	17.250	3.031
1	005026	11:12:41,368.299.530	216	-6.005	-91.506	1.219	4.984	15.049	15.031	31.938
1	005029	11:12:41,378.481.950	57	-1.560	47.780	1.058	1.795	31.591	25.780	4.286
1	005030	11:12:41,396.308.970	71	-1.199	-33.555	1.259	1.688	29.023	21.490	2.571
1	005034	11:12:41,468.874.540	104	-3.156	24.545	1.285	2.623	26.278	7.413	3.025
